1: 能不能增加点有意思的副本或者活动，好多节日连个活动都没有，时间久了会腻的
3231: 好好玩啊 游戏真给力

3232: 少林太好玩了，挂机可以单挂，，，爬楼绝对厉害，，，这游戏谁肉谁无敌，，，回血固定的，减伤防高就有机会回血，反之一套带走

3233: 游戏画质很好，操作性高

3234: 很不错的游戏，、玩家多多，玩法多多。

3235: 游戏剧情衔接的很好 画面也很绚丽

3236: 很好玩啊！

3237: 玩了几天就感觉迷上了

3238: 爱死了，每天不玩几把就无法入睡

3239: 走过路过不要错过啊。

3240: 哦，这游戏里面的场景做很炫。

3241: 经典，很好玩，故事不错，赞

3242: 这个游戏很棒，休闲的时候可以玩一玩。

3243: 真心不错，真不知道喷这个游戏的人咋想的……

3244: 必须五星。玩了才知道。画面很好。

3245: 力推。。。。。。

3246: 我是一个追求刺激和完美的玩家。此款游戏可以推荐。虽然是手机游戏。但是游戏画面和操作性还是相当不错的。好朋友可以互相切磋。这个游戏怎么样就看开发商日后修改。就只是这样估计以后就会成为朋友娱乐的手机游戏

3247: 给力，很喜欢，玩了几个小时停不下来

3248: :非常好玩，一点都不卡，画面也好！

3249: 玩法比较有意思，速度很快，比较锻炼思维。值得推荐的小游戏

3250: 我觉得好玩，只是我刚刚玩不知道什么角色好玩，我就选了大理，大理是不是没有用？没有什么人肯组？

3251: 总体设置不错，很好上手。

3252: 比某连萌好看多了→_→支持原班游戏！顶一个！

3253: 不错，内容很丰满，人物很赞，玩法经典，还考团队合作

3254: 精彩多多，越玩越耐玩

3255: 据说有东西拿，不过游戏应该也是不错的

3256: 黑这游戏的人不知道怎么想的，好游戏要黑差游戏也要黑，我玩1天半没花一分钱弄到1000多个元宝，何来圈钱，让你花钱了吗sb我玩游戏从不花钱照样玩照样吊，只能说现在人sb太多，实在看不惯

3257: 凌波微步哪位大神有不玩的号   送我一个呗   谢谢了

3258: 还不错！

3259: 水军真尼玛多，艹

3260: 打击感还是蛮不错的，剧情还原度也很高

3261: 剧情不错与原著很接近。

3262: 确实挺好玩,画面好，操作也挺爽，比sb挂机游戏有意思

3263: 最吸引我的是，水墨画风格

3264: 看了介绍 果断进去玩下～哈哈

3265: 游戏还不错，最主要是比较流畅

3266: 选的是逍遥派的萌妹纸。因为每个职业只有一个性别，少林和大理都是男角色，直接PASS了，剩下天山和逍遥，感觉逍遥的妹纸更萌，而天山的妹纸有点高冷，所以就玩了逍遥这个职业。

3267: 礼包有点多，hold不住阿~

3268: 越来越有挑战了。加油。

3269: 好玩，久违的佳作！这游戏能对得起金庸的小说。

3270: 我就想等强大了，在游戏里组个队。

3271: 剧情不错，与原著很贴近

3272: 好不容易喜欢一款游戏，可总是没有时间玩，有时间 了我要大玩一场

3273: 美女系统，可以邂逅原著小说里各种美女，然后和她们亲密接触，她们帮你战

3274: 休闲娱乐挺适合的，不怎么烧钱，良心之作。

3275: 其他朋友说不错，试试看看，真不错哦

3276: 谁来和我战个痛快？

3277: 力挺，太好完了。我不玩别的了！

3278: 画面好细腻。还行。的赞美就是给作者最大的回报，觉得好就表扬TA一下吧。

3279: 和小伙伴一起玩了停不下来了哟～

3280: :还不错吧，mx3完美运行。现在好像也不用排队了，35区，没有卡顿连不上无线网等问题

3281: 游戏很不错。有一种电脑天龙感觉。。就是流量和手机要求可能会比较高。但还是带这个游戏无压力。。。赞

3282: 这款游戏比较独特，高端大气上档次，赞一个，玩过来给了5星好评

3283: 刚刚结束新手教程，是我喜欢的风格，五星哦

3284: 有一种爱叫做爱屋及乌，因为喜欢天龙八部这部武侠剧，所以连带天龙八部有关的游戏都不会错过。有什么比这更令人开心雀跃的呢？

3285: 很好玩啊，手机差别乱说

3286: 我们公司的人都受我的影响都开始玩这个游戏了，互相加了好友，天天不亦乐乎啊！

3287: 游戏真的挺好玩没的说！

3288: 第一次见水墨风格，好有中国味。

3289: 画面不错嘛！雨水的效果挺逼真的。就是不知道有没有延续电脑版的时装。那就更完美了。

3290: 目前没什么更想玩的游戏了，这个先玩着吧，还不错。

3291: ，游戏设计挺丰富的

3292: 真爽，不错。

3293: 我就是喜欢那种强烈的打击感

3294: 还行给你五星。希望能创造出其他更好的游戏。

3295: 好玩,比那些要数据包的烂游戏好多了,三星mini完美运行。

3296: 游戏画面很好 打击感也很强烈 小说也好看

3297: 现在有多少手游是这种堪比PC游戏的？

3298: 这比其他游戏好多了，大爱，希望越做越好。

3299: 很好的游戏 找了好久 只有这款最合我心意

3300: 别听那些喷游戏的煞笔的，好不好自己玩了才知道，反正我很喜欢

3301: 刚开测，好多礼包，今天发了。哈哈，

3302: 哥们喜欢＼(^o^)／礼包太给力了

3303: 妈吃饭玩这个，睡觉玩这个，看电视还玩这个，我看着要疯了。不过这游戏很好

3304: 本来不怎么玩游戏哒，自从玩了天龙根本停不下来，超赞

3305: 我的华为手机完美运行，一点也不卡

3306: 爽！！！！超赞~~~~

3307: 很好玩，是我玩过游戏中最后玩的

3308: 没想到手游里还有坐骑，好爽。

3309: 我不管别人，反正我感觉很好玩。玩这么长时间了端游的，手游当然接着玩了。

3310: 是一款不错的游戏

3311: 你别闹好吗？好好玩游戏

3312: 那会玩天龙八部端游好几天了。特别喜欢的一个游戏，现在感觉手机版本的也不错，不劳逸结合钱也可以玩下去，支持下。

3313: 值得玩一玩

3314: 游戏有一定的难度，不过还是比较喜欢的。

3315: 真3d，大手笔，大制作手游

3316: 电脑手机，替换着玩天龙，爽歪歪。

3317: 每次坐地铁时候玩，感觉时间过得很快，也就不寂寞了

3318: 对于一个老玩家来说，对游戏是很挑的，这款游戏能让我玩的很上瘾，真不错

3319: 挺好玩的,我还推l荐给我弟弟玩,他也挺喜欢的

3320: 有些人心理就是有问题，不能说游戏好，凡是说好的，在他心就成了托了，

3321: 电脑版的天龙八部在这部手游里得到了最大的体现。

3322: 这游戏不错，麻烦开新区的时间谢谢介绍下！

3323: 风格深得我心，剧情精彩

3324: 《天龙八部3D》绝对是武侠迷的福音，更是端游《天龙八部3》玩家的福音

3325: 冲着天龙这个名字来的，好玩。

3326: 屌丝玩家，晚上没事玩玩，画面真不错！

3327: 当时电脑版的天龙刚出来的时候就开始玩了，现在出手机版 了，当然也来体验下。非常不错啊。

3328: 很爽啊，酣畅淋漓的战斗啊。

3329: 要玩就玩大理 少林??，逍遥也许，用谁别用天山，后悔死了，装备爆率小的可怜，爆装备都是大理 少林 ，没天山的橙装。

3330: 手游界的良心之作

3331: 很不错啊，玩的很有意思，手机版天龙八部

3332: 背景音乐不粗，我喜欢。

3333: 我很支持这个游戏滴

3334: 业内良心啊，强力推荐，嘿嘿，大家好才是真的哈。

3335: 组队刷本不错，大爱哦。

3336: 自己手机垃圾，就不要说游戏不行啊，能买个高端机玩？

3337: 游戏画面制作精良，战斗特效炫酷

3338: 端游的天龙八部很好好，这款手游继承了天龙八部的辉煌。

3339: 这回官方没乱放炮，游戏的打击感着实不错。

3340: 很棒 3d效果很好 从阴影 还有人物被物体遮挡住的部分是看不见 不会像其他那样是红色的 真心不错

3341: 在游戏里能结婚太好了，我要找一个MM来结婚。

3342: 在反复打怪做任务的同时还有加了好多小插曲，增加了游戏的趣味。

3343: 游戏的画面武侠风十足，人物造型、游戏内容等等也很贴合天龙八部原著本身，给我们呈现了一个快意恩仇的武侠世界

3344: 最近才发现的新游戏，尝试着下载玩了下，玩法独特、好玩极了

3345: 好玩，哈哈，打磨时间，超赞

3346: 很好玩，赞一个

3347: 萌妹纸，选逍遥的人多吧，

3348: 画面很有感，而且音乐也不错，游戏设置很好玩

3349: 果断的赞一个。

3350: 个人感觉还不错，场景大，和pc端网游有那么些相似

3351: 难得有画面这么华丽的游戏啊。

3352: 游戏挺不错的，有些游戏地方和电脑版的天龙八部一样哈

3353: 不错，非常喜欢玩，降压呵呵

3354: 还挺不错的

3355: 大爱边招。连环出击，好爽。

3356: 很吸引人！

3357: 看名字和图片就感觉很厉害，果断下载

3358: 喜欢这样的画面

3359: 还过得去 角色打法能再丰富些就好了。 各路玩家自行体验吧

3360: 有兴趣的一起玩啊

3361: 现在游戏很多，都不知道玩好个好了，感觉这游戏还可以。

3362: 道具用得好爽啊。

3363: 想要领先别人一步？想要超人一等？请同学们下载360
官方工会的公测客户端http://gh.u.360.cn/union/i/id/11466
 点击加入工会 下载客户端 直接在这个网址申请数十种豪华礼包

3364: 下载的360版本怎么变成九游版，求解

3365: 维修了怎么进不去了，

3366: 今天第36区怎么连接不上服务器了，希望找出原因

3367: 我怎么又进不去了

3368: 不知不觉充了近4万了，他煤的，坑大了

3369: 和描述的差太多

3370: 我是去年公测那天玩的，现在不知道哪个区了，有没有办法找回

3371: 我忘记我是哪个区的了 我也搞忘角色名了 怎么办

3372: 开始的时候我承认这是一款好游戏，现在...我不这么认为了，更新后，开了个丐帮，又开出那么多新宝石和装备四孔，我想问问，这还怎么玩？宝石全白砸了，还得重新砸，神坑

3373: 安装的好慢啊

3374: haiky

3375: 冲了1000多块了，好玩

3376: 如果你知道天龙的官f有多黑的话，就请谨慎下载，6级宝石190元，一身打下来要多少自己算。。。。

3377: 好玩是好玩，上面的装备太容易爆了，就是宝石太坑爹。战斗力加成，完全靠宝石，宝石不花钱买，你就凑到明年吧

3378: 只限华为手机

3379: 买号100元，过年开的服跟上大众等级86级，V5侠客全橙6级，没时间玩，伙伴啊紫，看的上的密，可发图片

3380: 商城丰富，游戏画面具有非常好的表现力

3381: 这款游戏真的是比较适合青年人群。

3382: 会不会像以前一样会掸出来？很好玩，就是人多

3383: 做的还算是比较认真的一款游戏，可以一起玩玩的

3384: 画面不错，设置也行，玩！

3385: 很好的游戏，画面相当的绚丽，战斗很精彩

3386: 还是家里的小孩下载来玩的，顺便玩了下，感觉很不错

3387: 玩的上瘾了。 游戏气势磅礴

3388: 未成年小孩能玩么？我要推荐给更多的人玩。

3389: 有剧情，我爱剧情。想你这个游戏很不错哦。

3390: 漫画特色,游戏是真好还可以玩感觉不错

3391: 这款游戏运用的策略非常的灵活。

3392: 很好玩的一款游戏。 好精致的小游戏。

3393: 流畅便捷的操作，爽，妈妈再也不担心我玩游戏了

3394: 很喜欢的游戏，必须支持呀

3395: 看评论不错，大家都在推荐玩，玩玩看啦

3396: 非常不错的游戏，值得去玩，重回传奇沙巴克的感觉

3397: 全五星，打斗场面特效也很精彩。

3398: 刚才玩了一会儿，非常的过瘾。

3399: 感觉不赖！！

3400: 好，good, well

3401: tmd新手机刚下就闪退，劳资不玩这破游戏了

3402: 我去

3403: 我在寄售里面 买了一件装备，交易也成功了，元宝也扣除了。但是装备没有。意见反馈也提交了，我想知道啥情况，想打个客服都没有。

3404: 非常讨厌自己刷好评的游戏

3405: 我想说我去年过年玩的164区。现在我去玩竟然要重新开始？我的号呢！就是360登陆滴呀求救求救是不是几个月不玩号就没有了？亲们

3406: 挺好玩的。

3407: 不错，很好玩

3408: 人物表情时刻都在变化，一个细节就把我萌到了！

3409: 好帅的技能。人物也好漂亮。

3410: 游戏好不好玩，一看速度再就是看画面了。

3411: 这款游戏的玩法好多。酒楼不错，模仿的是现实生活中的朋友聚会，可以一直喝酒，然后大方的付帐，感觉很有侠客的风范。有侠客当然要有美人来陪了，那就是美人系统了，可以陪你一起闯天下，走江湖。太爽了。

3412: 很好玩的游戏

3413: 这段时间玩这个游戏玩的时间太长了，老婆气的把我手机给摔了，我那可以爱疯五呀，不过也不我要弄个爱疯六接着玩，不过要动用我的小金库了，看今天这游戏又更新了，就更手痒了，一会去就京东拍一手机，明天就能玩上了。
