1: 为什么不出路飞老爸
1339: 四皇加冥王雷利        新世界的势力的头目        七武海          白胡子海贼团等

1340: 什么情况，卡了一下直接扣了2600钻，我都不知道他妈花哪了，真倒霉

1341: 登录不上啊，显示请重新登录啊

1342: 妈逼的，一分钟一闪退，都闪出节奏了。该死！

1343: 我靠，能不能别总闪退，烦死了，果断删除

1344: 坑爹啊！我43级。可以虐五十级的。用艾斯，鹰眼，艾尼路，伊万科夫天梯不必匹配60多级的。坑爹啊！

1345: 为何如此多高手用薇公主？求解

1346: 有大神鹰的看下，B级，什么都没戴战斗力460，鹰眼才160了，同相有鹰，差距昨就嫩大列？

1347: 克里克 阿秋太坑了 比s级的还厉害

1348: 啥时候开新区啊！我要进新区

1349: 我tm花了1W多钻石为了抽黄猿

1350: 为什么不能玩

1351: 在通辑榜打了两天，那红发才使了一次绝招，而且攻击又低，越来越垃圾了

1352: 觉得通缉榜坑爹的点个赞

1353: 我现在有点不想玩这个有戏了

1354: 为什么我的通缉榜里的荣誉奖励根本都不给我

1355: 不是很好，匹配系统可能故意刺激你充钱，各种匹配高自己10多级几十级的。宝石系统也极其不方便，合成特别麻烦，不能一目了然。

1356: 我就想说，我五十六级，是可以越级虐60多的不假，但系统也没有必要给我匹配90的啊，这tm天梯还怎么打？！我已经放弃天梯

1357: 不充钱屁事没有，一充了钱就卡，

1358: 我的58级了4星！为啥刷到的进阶材料不会多出来！比如本来是2个进阶材料要8个！那点进去刷到了3个！看一下还是2个！原封不动怎么回事！求解

1359: 哦对了，每次匹配比自己高十来级战神一样的我战屁啊。。

1360: 没rmb撑着几乎就是被秒杀的份。。。

1361: 85级才95000战斗力，坑

1362: 不错

1363: 为何总是要我退出重新登陆？？重装几遍了，三星盖世手机没问题啊？

1364: 你们天天都说赤犬牛x，都削弱成狗了，还到喊削弱。尼玛我练啦这么久赤犬，现在赤犬就是个屁，还没有娜美牛x。你们哪些整体说赤犬牛x，你们不晓得练安。一天都喊削弱赤犬，我们这些练赤犬的惹你们啦。草

1365: 游戏本身质量很棒，但是浪里淘沙似的得碎片、合人物太烦，变态人物还得靠钱砸（不能直接买），人物本来就有力量差别，你还平衡了，不过有钱的依然是大爷。

1366: 感觉玩这个有点浪费时间，关卡玩过之后，想打点材料什么的，关卡都没有加速或者跳过这些功能，每次都在那里等它打完，浪费时间，都没有耐心玩了

1367: 首先我不是被雇佣的，我很认真的说，这游戏不光坑钱还特别无聊，不往里充上10w+根本就没劲继续玩。这游戏坑了不少海米啊，大家还不如费点劲下个line珍宝寻航玩，这个游戏简直难以入目，借尾田只言片语，坑海米无数心伤啊。。土豪的话那就能玩的很开心，毕竟钱多人傻还有。掉。丝。陪着傻啊。

1368: 好玩

1369: 登不上

1370: 喜欢，还是喜欢●ｖ●，人物一模一样，原版浓缩Q版好可爱

1371: 听说可以点3次赞(≧▽≦)/

1372: 73级V1党，85000战力，合区后压力好大。（60区的小伙伴来）

1373: 我存了17000多钻石存了很久。一直舍不得用

1374: 换不了装备，无语，好无聊的游戏！

1375: 什么破游戏原先绑定的手机号都不能解绑

1376: 各位大神给建议，我的号现在杰克，伊娃，赤犬，鹰眼是主力还有一个位置给谁好呢？

1377: 我60级，比我高的请点赞

1378: 悬赏1亿，排2000名，挑战失败还要倒扣悬赏金，无语

1379: 通缉榜太坑了

1380: 这游戏只要充了VIP拿了艾斯后，对方就是这样了( ✘_✘ )。

1381: 艾斯   赤犬    阿秋   。。。变态

1382: 通缉榜就不用去打了，打了也被虐

1383: 这游戏，钱不重要，一块钱才十钻。而游戏中抽一次A级卡要2700钻，合二百七十块钱。所以主要还是游戏中任务送的，和活动送的。比如充值六块，得60钻，但额外送460钻，哈哈。

1384: 后排的人物有的站太近他就打不到你了。

1385: 我玩乱斗西游就没闪退过，这游戏玩10分钟就闪退

1386: 咁多人評論，你地有冇睇下人講野啦

1387: 以前公会商店商品不变，现在到好，老变。越变越差，希望加以改良。

1388: 烂逼服务器

1389: 尼玛为什么老长时间不玩了，现在玩，下了好多次了，就在登陆界面上不去。总显示请重新登陆。什么垃圾服务器

1390: 账号登陆成功后不能切换。郁闷！！要退出后重来。麻烦。

1391: 太烂了

1392: 我是不是得一天骂你们一回才好使，你们就不能按级匹配吗？50多级配80多级，直接给我个10000级的算了，艹

1393: 为什么不能直接用话费充，居然还要银行卡号

1394: 傻逼游戏，会不会匹配

1395: 托儿太多，8、90级的遍地都是，60级排到2800名，怎么玩

1396: 进不去

1397: 很好玩我都有赤犬了。

1398: 今天游戏第2天签到总失败

1399: 幸运指针太假了，每次都是宝石。每次到弗兰奇的时候都停了一会儿，又到了下一个去啦。没当到宝石的时候，看上去还会走一会，他一下就停了。太不行了，我的钻石呀。辛辛苦苦积累下来的。没抽的一个弗兰奇碎片，全部都是宝石。再也不抽幸运指针啦

1400: 根据我的分析，现出了底裤男也就是到了七水之都，那么就快要出迟钝果实能力者银狐福克斯了。

1401: 唉！大家有没有发现幸运指针中每次刷新都有3绿色的卡片，这3张卡片中第一个是3个一级宝石，第二个是2个一级宝石，第三个是1个一级宝石，而且我抽了无数次，记下来规律，第一种是1→2→3，第二种是2→1→3，抽了这么多次规律都是这两种，没有一次抽到别的，攒了这么多月的钻石就这样没了，每天打排位就是为了那50个钻石，攒钻石不容易啊，我们不是土豪，都是一点一滴的攒起来的，现在只想说一句，可以不坑我们吗！

1402: 觉醒真的差那么多吗？

1403: 觉得乱斗西游比这好的请点赞

1404: 钻石不好弄啊，还不错

1405: VIP1能养艾斯么？

1406: 一款很不错的手游

1407: 为什么老是要我退出重新登陆啊

1408: 我也是，通缉榜每次都匹配到六十多以上的，有时候还九十级。我才三十多。怎么玩

1409: 我去，神马情况?同等级，同品质，同装备，A级卡不够B级卡的战斗力高……

1410: 通缉榜每次匹配怎么都是高等级

1411: 频繁闪退，我承认自己手机渣，但你看看人家乱斗西游，170MB,我玩得的时候就没闪退过

1412: 这服务器是越来越渣

1413: 这游戏画面太差，游戏方式太老套，虽然是正版授权，但也不怎样

1414: 玩玩还是可以的

1415: 没关系海贼王就人物多三大将坑完啦，还有白胡子还有黑胡子还有毕古麻姆，还有凯多，还有七武海，，还有新世界……全坑完啦海贼王就要出第二部啦？

1416: 黄猿坑了5400钻，又借赤犬来坑，怎么三大将你要坑过来是吧？
                                  （幸亏大将就三个，要是有十几个不坑才怪！！！）

1417: 阿秋可是个B级人物，可却比S级的都要厉害，逆天了点吧！

1418: 啊秋为何如此吊、、求削啊秋

1419: 你们怎么只会骂别人？也不想想开发商花了多少时间才做成的游戏、？觉得不好玩的可以不玩。觉得好玩的赞一个

1420: 作为深爱海贼王的我来说，强烈要求阿秋削弱！

1421: 非常棒的游戏!而且我在酒馆里抽到了很满意的角色!最近高兴极了!力挺!画质也好!希望一直做下去!

1422: 很好，适合海贼迷，不过B级阿秋很厉害，建议多练阿秋

1423: 超级好玩的，海贼王忠粉的顶起来!!!

1424: 听说，双击赞可以取消赞

1425: 尼玛冲的钱不显示啊，。太坑了

1426: 还可以吧！要是在多出几个人物就好啦

1427: 他妈的，我用5000钻抽了一堆垃圾，天呐，这游戏是是上帝派来逗我的吗？

1428: ……匹配都是比你高十几级的，人物装备品质都比你高，怎么打？匹配匹配不就是实力相近的匹配？一天打了几十局没有一个不高我五级的

1429: 闪退频繁的，建议把游戏设置中的音乐和音效关了，虽然没声了，但挺有效。个人经历

1430: 2000多钻石抽到30张黄猿碎片和5张眼镜

1431: 更新完，多左好多唔知咩區既人來，令我在通緝榜由2-3百名去到1千八百多名，我而家89級都唔知玩唔玩好

1432: 我日！克里克投毒不把人毒死他不会消失

1433: 一直要退出重新登陆，什么情况啊

1434: 有人说要花钱，花钱能拿艾斯，能拿钻石，能做活动，但并没有什么！！不花钱ss人物照样拿。钻石没什么用，几千钻也不见得能买到什么好东西。

1435: 更新就

1436: 为什么更新了一下就玩不了了，说什么要退出重新登陆

1437: 今天，现在！进不了游戏了！

1438: 尼玛，更新完登录不了？一直提示退出重新登录，你们有没有这样的情况啊

1439: 老是叫我退出登录

1440: 根本不可能抽到黄猿抽了几千砖石了

1441: 怎么看自己在同盟里的贡献？

1442: 卧槽，我冲的钱呢？你妹啊，穷疯了吗？

1443: 抽碎片就是个坑，厉害点的角色就得靠钱砸，哎

1444: 尼玛啊，我上个赛季的奖励呢？！更新完我好友名前面都＋S46什么意思？！我的打开方式错了吗？！

1445: 一直努力加载中，没变过

1446: 很好

1447: 还怎么玩？我用了6000钻石抽了一个黄袁碎片，还有，这阿秋也太厉害了点吧，一口水直接团灭啊

1448: 老是叫我退出重新登陆，什么事啊？

1449: 为什么总叫我退出重登  求解

1450: 你们真逗抽50个黄猿碎片也信  不掏钱2万块出来抽奖别想得

1451: 监狱长太渣了吧，阿秋必须削弱！阿秋那么叼每次都被它水泡秒杀，我3个SS和2个S  7万6战力打不过80级阿秋

1452: 看了评论后果断不敢碰黄猿了

1453: 为什么！封号了，我的40个黄猿碎片啊！为什么！

1454: 什么游戏啊，抽了至少50把幸运指针，一把黄猿都没抽出来来，而且转的时间都没对称，有时快停下的时候结果还在转，正在转的时候有又停下了，建议大家别抽幸运指针，就一个字：坑。比腾讯还要坑，起码腾讯坑的比较不明显，让我们相信这是运气的原因，可这坑的人不想相信都难啊，被坑了好多钻，呜呜呜呜~~~~(>_<)~~~~

1455: 建议把白胡子，黑胡子，不死鸟，裘斯，战国  卡普（前排），等人搞出来

1456: 玩尼玛啊，51级了，排名3000多，j8本来厉害角色就那么少还来个1～20区跨区战斗要你妹子，垃圾游戏一个，建议大家去玩海岛奇兵这种垃圾游戏没钱就玩不了，海盗奇兵没钱也能玩，而且很好玩

1457: 一万三千多钻，为了黄猿，只剩8钻，不过抽到了40黄猿碎片

1458: TMD一万多钻石硬是没转到黄袁，什么垃圾游戏，光坑爹的钱！果断卸载了！垃圾游戏，劝大家别下，别玩！

1459: 进入就闪退

1460: 这他妈好坑爹啊!我用4G网打怪也老是卡出来，越来越讨厌这个游戏了。

1461: ss人物特容易得，建议等级比自己等级高我也能三星通过！

1462: 为什么总叫我退出重登

1463: 为毛老闪退，靠

1464: 卸载下载了两次，还是酒馆打不开，然后绝望了。

1465: 为什么联想手机不能玩。进去了，他叫我点酒馆毛都不动

1466: 在幸运指针里3000多钻才3个黄猿碎片，3个眼镜碎片。真的巨坑啊。我是平民。攥了一个月才存到的呀。这概率多低啊？客服麻烦说下概率。

1467: 幸运指针就是个巨坑啊。1000多钻石只抽了一个黄猿碎片和眼镜

1468: 红狗变态一个，角色那么少玩毛线啊，老子过了活动，不给奖励。还什么已领取，领尼玛的逼，垃圾游戏

1469: 还不错，红米1s能玩，玩久了略卡

1470: 这个游戏最大的优点是有很多缺点
