1: 我发现这游戏有漏洞，可以刷车和钻石还有币，我都刷了不少，车全刷完了。
2439: 可恶，我付15块钱什么也没有！骗子

2440: 你大爷，老子发的评都被消了，垃圾游戏，老子一会就过了（不是破解版，不充钱），你他妈能不能有创意

2441: 昨晚还玩着呢   今早就打不开了

2442: 很好玩

2443: 真好玩

2444: 说不好的都是2B

2445: 好，非常的好玩，玩了停下来

2446: 还官方手游呢！说打不开就打不开了，什么破玩意儿！客服到底看不看评论啊？好多用户都打不开，你们不知道吗？怎么不改进一下呢？

2447: 游戏退了在上去发现以前过去的关卡都为解锁金钱CP都少了等等求官方解释       什么意思这是

2448: 我有很多VIP车子

2449: hhhmsd

2450: 高端大气上档次，低调奢华玩车神

2451: 很好

2452: 摧毁70辆车的主线任务过不去，求方法

2453: 我喜欢李晨！

2454: 怎么就玩不了，进不去呢？

2455: 客服给个说法   冲了钱  更了新就玩不了了  为什么  坑爹啊

2456: 一通完关，第二天就进不去了，卸载完重装，对战排名还有，通的关，还有车，宝石，金币通通都木有了，又要重新开始，坑爹呀～～～

2457: 真是帅气到爆了

2458: 我艹，金币好难搜集，钻石几乎不能得，啥都买不起，要存好久，下的是250

2459: 我觉的还不错

2460: 还挺好玩的，但是每天可以开宝箱的在哪？

2461: ●▽●为了和老公一起玩我也是蛮拼的。

2462: 这个游戏太好玩了，如果汽车免费的就好。

2463: 棒棒哒！我的最爱!

2464: 更了新就不能玩   什么破游戏

2465: 玩5分钟一次扣费25元够黑

2466: 不玩我是车神，你就out了。

2467: 最喜欢玩游戏的我，现在玩pp语音，然后，然后游戏就不知道在电脑的哪个角落里

2468: 我喜欢火凤凰

2469: 那个收集芯片关卡的问题还没解决

2470: 充乐钱，更乐新，最后不能玩了，坑爹啊！客服给个说法！艹

2471: 要是能装饰自己的赛车就好了

2472: 我家BABY的声音啊，有点伤不起啊

2473: 最近和哥们联系过密，多半因为车神啊

2474: 主线任务总算完了

2475: 尼玛，不充钱就过不去

2476: 我察 说你东西没到账还不能上评论 你妹

2477: 我想要豪车

2478: 话费扣了 东西都没有到帐

2479: 我是车神大版本更新了呀，还不错。和跑男的结合啥的还不错呢。。。。

2480: 要对战

2481: 为什么更新以后，我的金币钻石都没了?我的所有关卡都要重新开始，我的好几个满级的车都没了?

2482: 我喜欢邓超

2483: 哈哈哈哈 刚下了 不错 王宝强好玩！！游戏不错

2484: 我想要弄自己喜欢的样式的赛车

2485: 妈蛋的，老子花钱买的车啊。你说进不去就进不去了，你特么玩我呢？

2486: 我想要弄自己喜欢的样式的赛车

2487: 终结跑车2好刺激。

2488: 话说汽车人有擎天柱就更棒了

2489: 跑车能再高端点就好了

2490: 咋进不去。。坑比游戏。

2491: 突然就打不开了，什么反应都没有，是何道理？

2492: 操作还真比较简单啊

2493: 热衷赛车游戏。这游戏有点粗糙，还不够细腻，希望更进步。

2494: 又进不去了，一点就黑频！！！

2495: 嗯还不错，渣操作也能玩哈哈

2496: 打不开为什么

2497: 上班开小差我也得跑一圈

2498: 钻石够了，金币够了，就等买车了，黑屏进不去了，呵呵！

2499: 很好玩的游戏！值得推荐

2500: 撕名牌，100个，这得撕多久啊

2501: 我要努力攒名牌换大奖！

2502: 这游戏道具设置的不错啊

2503: 决战首尔进去的时候，有时候需要等会

2504: 好玩！希望还有第二部。

2505: 飞弹走起！嗖~

2506: 客服     我的火种多得已经能召唤第二辆准星了       能增加一点奖品吗

2507: 超哥，超帅有木有！

2508: 玩到第七关卡收集100个绿卡过不去，求教

2509: 进不去  心塞

2510: 坑爹游戏，模仿小天鹅洗衣机

2511: beby在吗？好玩吗。。。

2512: 还行吧，卡在2-9了

2513: 说好的单机游戏呢-

2514: 激活码怎么兑换

2515: 太好玩了

2516: 哈哈哈，决战首尔，各种一片大树，一片小人

2517: good good good

2518: 花了50多最后不能玩了

2519: 跑男和车神的集合哦！有意思啊！

2520: 安卓5.01闪退

2521: 最新版本大家都别下了，下了千万别花钱，都是坑阿，有托，你根本跑不到第一拿到机票，(建议)

2522: 漂移的感觉就是爽！就是这个FEEL!被儿爽

2523: 这是我玩过的最好玩的赛车
游戏了

2524: 之前玩的时候还好，买了一个勒芒之王，玩几天之后就进不去了，打开不到1秒就闪退。

2525: 我的AE86！我的拓海！

2526: 怎么进不去啊

2527: 跑男应该有蓝渡轿跑吧？

2528: 不造好不好玩呢！之前的是车神，现在是跑男了捏！

2529: 打不开

2530: ? 这个游戏很好玩 关卡很多。人物好看 。车也很霸气。都全部通过了 。希望更新快点。真心觉得好玩。

2531: 变形金刚还能变身呢！太赞了！

2532: 还挺好玩,不过老闪退

2533: 不错啊，游戏很全面，内容挺丰富的，支持，

2534: 为什么不能卸载？

2535: 车神新版的呀，更新过了玩了还不错呢

2536: 韩国对战那个是真人的吗？

2537: 这个游戏不要账号登陆的吗？那我手机恢复出厂设置就清空记录了？

2538: 宝强那个形象还是挺逗的呀

2539: 玩车神的我，经常忽略了偶地女盆友

2540: 很好玩哦！

2541: 一分钟七十辆车怎么做到呀 必须要买大车了

2542: 赫赫好帅，凯凯好酷。好游戏力挺。

2543: 买了大黄蜂后速度快了

2544: ? 传奇的惊世之作！

2545: 身边的都人都在玩，我也下载一个试试

2546: 好游戏，期待下一版本

2547: 好玩！！！！！！！！！！

2548: 还是得要钱

2549: 山寨手机才不能玩！完美运行

2550: 这游戏feel倍儿爽！

2551: 连续签到30天，说好的黄金猎鹰呢？

2552: 邓超的头像太帅了～

2553: 给力

2554: 宝哥的声音依然那么有喜感！

2555: 就是不知道免费开宝箱在哪里

2556: 好评，跑的太过瘾了

2557: 画面简直非常炫酷啊

2558: 跑起来根本停不下来！！

2559: 销魂的布加迪！

2560: 好，非常好，好的到极点，

2561: 还没下呢，很喜欢奔跑吧兄弟，赏个五星

2562: 还行，就是难赚钱，车太贵，需要的车等级又好，不好过

2563: 在开发点地图吧！太不经赛了！老是跑旧的

2564: 跑起来根本停不下来！！

2565: 太无聊了

2566: 真的太好玩—天我都要玩好几次

2567: 客服号码多少啊！什么东西啊！老子今天花了那么多钱买了三辆VIP车，他妈的到了晚上来玩来了，竟然给我来个闪退，要不要这么坑爹啊！没良心，也太黑了吧！

2568: 真的是不想说了，我扣了那么多钱，现在给老子搞个闪退，什么意思嘛？人家的钱都不是钱，就知道坑，这是不是过河拆桥啊！这世道没一个有良心的，

2569: 非常不错！！

2570: 今日任务有哪些人呀？任务提示没有啊？

2571: 撕名牌，100个，这得撕多久啊

2572: 为什么进不去

2573: 烂货老闪退越更新越烂

2574: 小米2S更新后闪退

2575: ?和以前我是车神相比，有很大改进，操控性也很好，赞

2576: baby我爱你

2577: 有盗版天天飞车的嫌疑……

2578: 360终于靠谱了！推荐点这样的赛车游戏多好啊啊

2579: 好极了，好死我了

2580: 用网吗151561116151561561561561561564156456456456

2581: 360至尊礼包在哪呢？

2582: 总体来说还是很不错的，就是略难。

2583: 我靠 我都进不去 就闪退 什么游戏

2584: 不造好不好玩呢！之前的是车神，现在是跑男了捏！

2585: 我去，什么玩意，刚进去就闪退，啥玩意。心酸

2586: 太棒了

2587: 要充钱才能继续过下一关第八章节警车好烦拦路整天撞车

2588: 里面的赛车都好棒啊

2589: 你他妈，吓死我了，游戏音量开到一半打开游戏，突然说奔跑吧兄弟，还那么大声，把老子吓死！

2590: 车太贵了！！！！１还不错的

2591: 想看武汉

2592: 很好啊，真心不错

2593: 节目好看 游戏好玩

2594: 无压力各种第一~

2595: 哥都打通了这游戏，不是破解版没充一毛钱，没意思，关卡太少，车少人少。

2596: 操作还真比较简单啊

2597: 啥破游戏啊？进不去了！钱白花了！

2598: 有闪退啊？打不开了？？

2599: 有变形金刚这点我觉得还不错啊

2600: 什么破游戏啊？上不去呀！

2601: 再进不去就卸载了，sb制作商只知道赚钱！

2602: 奔跑吧大兄弟，游戏效果不错，操作简单

2603: 更新了，黄金车神宝箱都没得了

2604: Good

2605: 超级好玩啊

2606: 我爱大黄蜂！

2607: 我买了个兰博基尼，那速度简直是帅呆了。

2608: 果断闪退，n900p

2609: 那我就玩了

2610: 那我就玩了。

2611: 警车开道！！统统都给我让开~

2612: 新手上路多多指教啊

2613: 搞糊涂法国v钒钛股份vgfvb

2614: 明儿聚会让大家一起比赛玩，为了奖品啊

2615: 还是特别好玩的~

2616: ? 好，我爱baby

2617: 老闪退

2618: 最近和哥们联系过密，多半因为车神啊

2619: 没宝箱开，很不爽！

2620: 我的AE86！我的拓海！

2621: 还可以就是车太贵了

2622: 加点搞笑元素就好了

2623: 赛车游戏哪家强？我是车神数最强。

2624: 济州岛！！I LIKE!

2625: 每天玩玩车神还是挺刺激的，难度再增加点就好了

2626: 啊啊哈哈 好玩呀

2627: 一般一般，世界第三！

2628: 居然有一次做梦也跑了好几轮

2629: 每晚奋战的后半夜，难以入眠啊

2630: 飞弹走起！嗖~

2631: 麻痹我花了15买车，然后闪退，在进去都要从新开始，这不是在坑爹吧

2632: 1万金币抽奖的那个怎么没有了？跟新了就没了吗？车神钥匙现在有什么用？

2633: 教刷宝石赛车

2634: 好玩   好玩     好玩?

2635: 4-7关卡求大神指点！！！

2636: 垃圾，两次了。不能玩儿了，重新下载进入以前的车和记录都没了。

2637: 十五块买了辆勒笀那感觉…爽…速度太快了有点hold不住呀…

2638: 昨天更新后，今天就进不了了，初始化到80%就闪退

2639: 我想说游戏有点坑，我本来关卡都快解锁完了，但是忽然打不开，于是不得不重新下载，但是问题来了，我所有的装备和关卡全部清理了。没劲，卸载了

2640: 还能切换视角 大家试一试

2641: 艹，开数据比赛总闪退，浪费时间。

2642: 现在觉得是坑人的了

2643: 破游戏，第一次买了车就打不开了，删了，下载第二次，上次买的车没有了，重新充钱又买了车，结果两天后又黑屏打不开了

2644: 每天玩玩车神还是挺刺激的，难度再增加点就好了

2645: 很烂，一开始就甲壳虫车，烂的要人命

2646: 500元充值卡已经收到感谢！

2647: 那用视频播放的呢

2648: 我买了变形金刚，和800速的车，直接全满级，每关都车神，没意思了。买车不要钱的

2649: 爽快

2650: 赛车游戏太棒了！

2651: 靠，有没有搞错，后面的关卡这么难，大家只要不充200以上的别玩了

2652: 为什么更新过了又不能玩了，求大神指点

2653: 变形金刚还能变身呢！太赞了！

2654: 这个要网络吗？

2655: ！…好我什么车都有没充钱！只玩一天我要的第一！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！

2656: 好玩！我昨天玩的！今天就有所有车了！满级的！还有漂移！真爽！我要得对战赛第一名！我还有110个轮胎！

2657: 跑男们开赛车

2658: 加点搞笑元素就好了

2659: 为啥联通卡买不了车？

2660: 我跑了半天，各种赢也烦啊

2661: 我突然听见一群傻子在喊兰度   我滴乖乖  你不知道就别瞎BB  那车叫凌度  。。。???

2662: 还不错吧 头一次看到适合女生玩的赛车游戏

2663: 太好玩了，我现在开到s车，请大家不要虐我

2664: 这不是我是车神吗？换个题材啊，挺好的，希望还能像上次一样中个奖品~

2665: 操他奶奶的，老子更新了以后。一进去就闪退！去他妈妈的逼！

2666: 好玩死啦！

2667: 奔跑吧大兄弟，游戏效果不错，操作简单

2668: 烂东西，都闯不过后面的关卡，不冲200以上的别下

2669: 上次玩车神得了个模型，这次要拿点实用的走吧！

2670: 我觉得挺好玩的呀，之前车神的老玩家了，木有广告的。。

2671: 跑男应该有蓝渡轿跑吧？

2672: 不错，不花钱，力荐

2673: 要是有兰度是不是就更好了

2674: 什么玩意？买了车就不能进去了？卸载数据又都没了，这不坑人的么？

2675: 太好玩了，力荐！≧?≦

2676: 男票最喜欢玩了

2677: 进不去了？？？？？

2678: 陈赫有吗有吗！！

2679: 明天再进不去就卸载。

2680: 宝宝游戏里会说话吗？

2681: 只为baby而来

2682: 为什么我更新了就打不开，怎么事啦

2683: 说好的陈赫呢，好男人就是我

2684: 竞速类终于遇见精品了 深的我心嗯嗯

2685: 有大奖吗？之前拿到过话费卡，这次又来了！

2686: 下载中，很期待

2687: 宝宝游戏里会说话吗？

2688: 赛车游戏哪家强？我是车神数最强。

2689: 这个很喜欢哦！这种竞技类游戏超喜欢。大发

2690: 决战首尔玩法不错呀 还有济州岛呢

2691: ? 霸气好应用，你值得拥有！

2692: 现在01：13        怎么进不去啊啊啊啊？？？？？

2693: 女朋友竟然比我还入迷

2694: 我的红色传奇就是牛逼！

2695: 为什么进不去？闪退！？为什么？为什么啊？我花钱买的赛车啊！

2696: 两天了进不去是搞咩啊！

2697: 为什么进不去？闪退！？为什么？为什么啊？我花钱买的赛车啊！

2698: 坐地铁的时候玩旁边的哥们还问呢

2699: 还没完。不知道咋滴。一会玩了在评论

2700: 买完的东西找不到，还是我花钱了没给东西啊

2701: 真的是骗人啊，花了钱买了车子玩了2天就进不去了

2702: 花了钱买了车子玩了2天就进不去了，太烧人了

2703: 挺好玩的，说不好玩的是手机垃圾，不解释。

2704: 名牌我来了！！
